,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
5866,Sat Jun 19 06:06:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","With vaccination coverage being expanded from 21st June 2021, the government is committed to providing free #COVID19 vaccines to everyone!

You don't need to pre-register for #COVIDVaccination &amp; can directly go to a Vaccination Centre to get the jab. #IndiaFightsCorona https://t.co/fwgB5nKZu0",0.2,0.4000000000000001,en,3.0,3.0,anujforSSRF,648,885,,"[{'text': 'COVID19', 'indices': [108, 116]}, {'text': 'COVIDVaccination', 'indices': [175, 192]}, {'text': 'IndiaFightsCorona', 'indices': [255, 273]}]",,Bharatham
5867,Sat Jun 19 06:07:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,Facts_chek,14182,4310,True,,"[{'screen_name': 'amitmalviya', 'name': 'Amit Malviya', 'id': 95588504, 'id_str': '95588504', 'indices': [0, 12]}]",
5868,Sat Jun 19 06:07:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","With vaccination coverage being expanded from 21st June 2021, the government is committed to providing free #COVID19 vaccines to everyone!

You don't need to pre-register for #COVIDVaccination &amp; can directly go to a Vaccination Centre to get the jab. #IndiaFightsCorona https://t.co/fwgB5nKZu0",0.2,0.4000000000000001,en,5.0,4.0,LaxmanLrao2727,138,514,,"[{'text': 'COVID19', 'indices': [108, 116]}, {'text': 'COVIDVaccination', 'indices': [175, 192]}, {'text': 'IndiaFightsCorona', 'indices': [255, 273]}]",,
5869,Sat Jun 19 06:08:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Covid vaccines in healthy young people poses an ethical question as well as a benefit risk question. Is risk of myocarditis in your child worth it “for the greater good” to protect older people,at risks groups already vaccinated? I cannot accept that it’s a fair risk for children https://t.co/5hiCGdHGkz",0.3958333333333333,0.4916666666666667,en,84.0,31.0,Bluemon29305262,1061,2184,,[],,
5870,Sat Jun 19 06:08:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,1019.0,585.0,GiruGilu,53,562,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,
5871,Sat Jun 19 06:08:23 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","With vaccination coverage being expanded from 21st June 2021, the government is committed to providing free #COVID19 vaccines to everyone!

You don't need to pre-register for #COVIDVaccination &amp; can directly go to a Vaccination Centre to get the jab. #IndiaFightsCorona https://t.co/fwgB5nKZu0",0.2,0.4000000000000001,en,13.0,5.0,jagadishatp,5,420,,"[{'text': 'COVID19', 'indices': [108, 116]}, {'text': 'COVIDVaccination', 'indices': [175, 192]}, {'text': 'IndiaFightsCorona', 'indices': [255, 273]}]",,Bangalore
5872,Sat Jun 19 06:08:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,1021.0,586.0,uginm102,18860,19893,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,"Kampala, Uganda. "
5873,Sat Jun 19 06:08:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hundreds of Indonesian Doctors and HW got infected of Covid19 even if they are already vaccinated with Sinovac. Isn’t it clear that Sinovac vaccine is not effective?

Aren’t you wondering why china keeps on donating millions of sinovac vaccines to the Phil?https://t.co/nAa3hqO1wA",-0.09999999999999998,0.5916666666666667,en,45.0,12.0,BlackSe84994513,112,1171,,[],,
5874,Sat Jun 19 06:09:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#COVID19 in #Havana : Reuters reports #COVID19 cases have dropped after application of #Cuban #vaccines in risk groups, an emergency public health intervention prior to regulatory agency authorization--authorization due in July. https://t.co/vfzysAaqRx",-0.04166666666666666,0.14722222222222225,en,6.0,5.0,BjrnBlomberg,608,2297,,"[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'Havana', 'indices': [12, 19]}, {'text': 'COVID19', 'indices': [38, 46]}, {'text': 'Cuban', 'indices': [87, 93]}, {'text': 'vaccines', 'indices': [94, 103]}]",,
5875,Sat Jun 19 06:09:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,WakoJoel,3233,4999,False,,[],"📍Africa, Kampala"
5876,Sat Jun 19 06:09:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Breaking: 410,000 Moderna #COVID19 vaccines will be delivered by China Airline's cargo flight from Luxembourg tonight and could arrive in #Taiwan as early as tomorrow afternoon at 3:20 pm, according to Apple Daily Taiwan. https://t.co/cVwVUuVavo",0.05,0.15,en,108.0,23.0,PCH888,1776,5001,,"[{'text': 'COVID19', 'indices': [26, 34]}, {'text': 'Taiwan', 'indices': [138, 145]}]",,"Calabasas, CA"
5877,Sat Jun 19 06:09:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,207.0,168.0,catslingo,492,729,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,"Bristol, England"
5878,Sat Jun 19 06:09:42 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems. https://t.co/aIqRgcuk1X",0.1958333333333333,0.2875,en,207.0,169.0,viralvideovlogs,6859,4580,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,കേരളം
5879,Sat Jun 19 06:09:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.4555555555555556,en,558.0,285.0,catslingo,492,729,,[],,"Bristol, England"
5880,Sat Jun 19 06:10:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","With vaccination coverage being expanded from 21st June 2021, the government is committed to providing free #COVID19 vaccines to everyone!

You don't need to pre-register for #COVIDVaccination &amp; can directly go to a Vaccination Centre to get the jab. #IndiaFightsCorona https://t.co/fwgB5nKZu0",0.2,0.4000000000000001,en,17.0,6.0,Dewbispeaks,668,3416,,"[{'text': 'COVID19', 'indices': [108, 116]}, {'text': 'COVIDVaccination', 'indices': [175, 192]}, {'text': 'IndiaFightsCorona', 'indices': [255, 273]}]",,Don't know
5881,Sat Jun 19 06:10:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","These vaccines are about to expire and Israel can't use them. In return, they're taking the same number of fresh vaccines from future shipments to Palestinians. Israel has proclaimed that no vaccinations will be shared with Palestinians until all Israelis are vaccinated. https://t.co/LDr1VqSQa3",0.1,0.25,en,7.0,5.0,Pottamelocks,306,418,,[],,Middle Earth/Hogwarts =)
5882,Sat Jun 19 06:10:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.4555555555555556,en,558.0,286.0,T0wan,152,2673,,[],,
5883,Sat Jun 19 06:10:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,Saravanaspb,3921,2637,False,,"[{'screen_name': 'AshokSelvan', 'name': 'Ashok Selvan', 'id': 2152927296, 'id_str': '2152927296', 'indices': [7, 19]}]",Chennai
5884,Sat Jun 19 06:10:57 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,TellLive1,368,5000,False,,[],
5885,Sat Jun 19 06:11:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","With vaccination coverage being expanded from 21st June 2021, the government is committed to providing free #COVID19 vaccines to everyone!

You don't need to pre-register for #COVIDVaccination &amp; can directly go to a Vaccination Centre to get the jab. #IndiaFightsCorona https://t.co/fwgB5nKZu0",0.2,0.4000000000000001,en,22.0,7.0,DsouzaNeena,31,63,,"[{'text': 'COVID19', 'indices': [108, 116]}, {'text': 'COVIDVaccination', 'indices': [175, 192]}, {'text': 'IndiaFightsCorona', 'indices': [255, 273]}]",,
5886,Sat Jun 19 06:11:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","With vaccination coverage being expanded from 21st June 2021, the government is committed to providing free #COVID19 vaccines to everyone!

You don't need to pre-register for #COVIDVaccination &amp; can directly go to a Vaccination Centre to get the jab. #IndiaFightsCorona https://t.co/fwgB5nKZu0",0.2,0.4000000000000001,en,28.0,8.0,naturals_m,246,1468,,"[{'text': 'COVID19', 'indices': [108, 116]}, {'text': 'COVIDVaccination', 'indices': [175, 192]}, {'text': 'IndiaFightsCorona', 'indices': [255, 273]}]",,"Srinagar,Jammu And Kashmir"
5887,Sat Jun 19 06:12:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#COVID19 cases in #Africa are increasing by over 20% each week. Countries in East &amp; Southern Africa urgently need #Covid19vaccines, #oxygen &amp; #COVID19 tests. @UNICEF is helping to procure vital supplies but much more is needed. https://t.co/YlR1SVntwX",0.2,0.3,en,7.0,6.0,noalaskinner,1874,1026,,"[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'Africa', 'indices': [18, 25]}, {'text': 'Covid19vaccines', 'indices': [118, 134]}, {'text': 'oxygen', 'indices': [136, 143]}, {'text': 'COVID19', 'indices': [150, 158]}]",,"Lusaka, Zambia"
5888,Sat Jun 19 06:12:43 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
5891,Sat Jun 19 06:12:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2) Similar #DeltaVariant worries from a Canadian hospital— ➡️Outbreak even w/ 2 dose of mRNA vaccines—16 patients &amp; 6 healthcare staff #DeltaVariant positive. 6/16 patients &amp; 5/6 HCWs had received 2 doses of #COVID19 vaccine; 7 patients &amp; 1 HCW had 1 dose https://t.co/Y4GubHLMYF,0.11363636363636365,0.4727272727272727,en,576.0,246.0,RichUnderhill,3441,4996,,"[{'text': 'DeltaVariant', 'indices': [11, 24]}, {'text': 'DeltaVariant', 'indices': [139, 152]}, {'text': 'COVID19', 'indices': [216, 224]}]",,Toronto
5892,Sat Jun 19 06:13:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,779.0,804.0,nrrrfni,11,53,False,,,
5893,Sat Jun 19 06:13:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","With vaccination coverage being expanded from 21st June 2021, the government is committed to providing free #COVID19 vaccines to everyone!

You don't need to pre-register for #COVIDVaccination &amp; can directly go to a Vaccination Centre to get the jab. #IndiaFightsCorona https://t.co/fwgB5nKZu0",0.2,0.4000000000000001,en,35.0,9.0,abhishek_thunga,155,148,,"[{'text': 'COVID19', 'indices': [108, 116]}, {'text': 'COVIDVaccination', 'indices': [175, 192]}, {'text': 'IndiaFightsCorona', 'indices': [255, 273]}]",,"Hyderabad, India"
5894,Sat Jun 19 06:13:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Breaking: 410,000 Moderna #COVID19 vaccines will be delivered by China Airline's cargo flight from Luxembourg tonight and could arrive in #Taiwan as early as tomorrow afternoon at 3:20 pm, according to Apple Daily Taiwan. https://t.co/cVwVUuVavo",0.05,0.15,en,109.0,24.0,TaiwanCulture,744,645,,"[{'text': 'COVID19', 'indices': [26, 34]}, {'text': 'Taiwan', 'indices': [138, 145]}]",,
5895,Sat Jun 19 06:13:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE",0.028125,0.35,en,233.0,94.0,pauly2coffees,3515,4993,,"[{'text': 'COVID19', 'indices': [152, 160]}]",,Florida
5896,Sat Jun 19 06:13:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,779.0,805.0,mukhlis10_98,652,413,False,,,Kuala Lumpur
5897,Sat Jun 19 06:14:03 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
5898,Sat Jun 19 06:14:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,royngerng,7684,2864,,,,"Taipei City, Taiwan"
5899,Sat Jun 19 06:14:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,navin4nation,3241,2561,False,,"[{'screen_name': 'IYC', 'name': 'Youth Congress', 'id': 16293020, 'id_str': '16293020', 'indices': [0, 4]}, {'screen_name': 'RahulGandhi', 'name': 'Rahul Gandhi', 'id': 3171712086, 'id_str': '3171712086', 'indices': [5, 17]}]",India
5900,Sat Jun 19 06:14:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,1025.0,587.0,ProfSaraEDavies,479,1055,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,"Brisbane, Queensland"
5901,Sat Jun 19 06:14:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","With vaccination coverage being expanded from 21st June 2021, the government is committed to providing free #COVID19 vaccines to everyone!

You don't need to pre-register for #COVIDVaccination &amp; can directly go to a Vaccination Centre to get the jab. #IndiaFightsCorona https://t.co/fwgB5nKZu0",0.2,0.4000000000000001,en,38.0,11.0,iPankaj_ind,1915,294,,"[{'text': 'COVID19', 'indices': [108, 116]}, {'text': 'COVIDVaccination', 'indices': [175, 192]}, {'text': 'IndiaFightsCorona', 'indices': [255, 273]}]",,"Mayur Vihar, New Delhi"
5902,Sat Jun 19 06:14:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A new poll released Friday found that a whopping 94% of adults in the U.S. do not want #Pharmaceutical  corporations to control the global supply of #Covid19 #vaccines, lending additional support to international demands for achieving inoculation.

https://t.co/mbkHsWqKgv",0.04545454545454545,0.15151515151515152,en,1.0,1.0,BrendaSchilli12,3406,3855,,"[{'text': 'Pharmaceutical', 'indices': [87, 102]}, {'text': 'Covid19', 'indices': [149, 157]}, {'text': 'vaccines', 'indices': [158, 167]}]",,"Steubenville, OH"
5903,Sat Jun 19 06:14:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,779.0,806.0,Iris_Ilex,262,348,False,,,She/Her 24
5904,Sat Jun 19 06:15:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181814,0.5022727272727273,en,160.0,51.0,DanD0987,497,444,,[],,Sodom & Gomorrah
5905,Sat Jun 19 06:15:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,navin4nation,3241,2561,False,,"[{'screen_name': 'Rishabh26INC', 'name': 'ऋषभ श्रीवास्तव-(INC)', 'id': 1231541613073174528, 'id_str': '1231541613073174528', 'indices': [0, 13]}, {'screen_name': 'RahulGandhi', 'name': 'Rahul Gandhi', 'id': 3171712086, 'id_str': '3171712086', 'indices': [14, 26]}, {'screen_name': 'RAJAsinghINC', 'name': 'Raja singh rajput', 'id': 1246349486793711616, 'id_str': '1246349486793711616', 'indices': [27, 40]}, {'screen_name': 'ShaileshOnkar', 'name': 'Onkar Nath Pandey (Shailesh)', 'id': 1384538456466989062, 'id_str': '1384538456466989062', 'indices': [41, 55]}, {'screen_name': 'aiuwcindia', 'name': 'AIUWC', 'id': 900215263034998785, 'id_str': '900215263034998785', 'indices': [56, 67]}, {'screen_name': 'abhijeetbose108', 'name': 'Abhijeet bose-(INC)', 'id': 1281141044092911616, 'id_str': '1281141044092911616', 'indices': [68, 84]}, {'screen_name': 'Adityatiwaryy', 'name': 'Aditya Bhardwaj', 'id': 2493127693, 'id_str': '2493127693', 'indices': [85, 99]}, {'screen_name': 'LuckhbirS', 'name': 'Luckhbir Singh', 'id': 1258637115048570881, 'id_str': '1258637115048570881', 'indices': [100, 110]}, {'screen_name': 'PrabjotsinghINC', 'name': 'Prabjot singh', 'id': 1267700040258039809, 'id_str': '1267700040258039809', 'indices': [111, 127]}, {'screen_name': 'SagarKu03421971', 'name': 'Sagar Kumar', 'id': 1213421433079992320, 'id_str': '1213421433079992320', 'indices': [128, 144]}, {'screen_name': 'BIJAY_MAJDOOR', 'name': 'Bijay Khan INC', 'id': 956539626868555776, 'id_str': '956539626868555776', 'indices': [145, 159]}, {'screen_name': 'DibeshRajINC', 'name': 'Dibesh Raj', 'id': 1368805408932986884, 'id_str': '1368805408932986884', 'indices': [160, 173]}]",India
